epoch,train_mse,train_pearson,train_loss,val_mse,val_pearson,minutes
0,0.05031801284497313,0.4728101392041006,0.05031801284497313,,,0.36
1,0.027275781485178376,0.5571511419360482,0.027275781485178376,,,0.71
2,0.025525541703457402,0.5682121383528758,0.025525541703457402,,,1.04
3,0.02452003100750928,0.577089899503408,0.02452003100750928,,,1.39
4,0.02384527157898463,0.5811622748611586,0.02384527157898463,,,1.74
5,0.023243033575569248,0.5837508457088554,0.023243033575569248,,,2.08
6,0.022838224273477977,0.5865985041278181,0.022838224273477977,,,2.42
7,0.02246617803054446,0.5890389632386415,0.02246617803054446,,,2.77
8,0.022221347144436358,0.5910768464800569,0.022221347144436358,,,3.11
9,0.021951447455412013,0.5953531700826181,0.021951447455412013,,,3.46
10,0.02170134258251287,0.5982839654810209,0.02170134258251287,,,3.8
11,0.021410582201074033,0.6025029015843401,0.021410582201074033,,,4.15
12,0.02111199788812745,0.6051835983366126,0.02111199788812745,,,4.49
13,0.02084338421243922,0.607404243766245,0.02084338421243922,,,4.84
14,0.020581725944089326,0.6106997977178275,0.020581725944089326,,,5.18
15,0.020375650266130835,0.6137578093072552,0.020375650266130835,,,5.53
16,0.020170053536993516,0.6174318576528873,0.020170053536993516,,,5.87
17,0.019961715063221093,0.6202522844701653,0.019961715063221093,,,6.22
18,0.01969614227363049,0.6230404285113781,0.01969614227363049,,,6.57
19,0.019426896835049792,0.6262845562491607,0.019426896835049792,,,6.91
