epoch,train_mse,train_pearson,train_loss,val_mse,val_pearson,minutes
0,0.05112679760005597,0.4567273852722736,0.05112679760005597,,,0.32
1,0.027483909293540085,0.5558657036319694,0.027483909293540085,,,0.63
2,0.02520592730194265,0.5718311862910112,0.02520592730194265,,,0.96
3,0.023795125868772516,0.582418003800815,0.023795125868772516,,,1.3
4,0.022773393082045994,0.5924751556657213,0.022773393082045994,,,1.65
5,0.021964061845853033,0.5984520421481101,0.021964061845853033,,,2.0
6,0.021449441491138754,0.6018002193582387,0.021449441491138754,,,2.34
7,0.021015495336343743,0.6048706729481405,0.021015495336343743,,,2.68
8,0.020597385571415203,0.6092437644569333,0.020597385571415203,,,3.03
9,0.020227673748987807,0.6138597063729999,0.020227673748987807,,,3.37
10,0.01996772947416172,0.6168917032259231,0.01996772947416172,,,3.72
11,0.01977487244090667,0.6193506702630865,0.01977487244090667,,,4.06
12,0.01953487251486155,0.6224393856984118,0.01953487251486155,,,4.41
13,0.019403951586467252,0.6248553482775715,0.019403951586467252,,,4.75
14,0.01923696233519969,0.6267423196995056,0.01923696233519969,,,5.1
15,0.019086224777900108,0.6293850238465513,0.019086224777900108,,,5.44
16,0.01891354992845233,0.6307792452859942,0.01891354992845233,,,5.79
17,0.018801163007400583,0.632823648870278,0.018801163007400583,,,6.14
18,0.018635001224125636,0.6339427744802764,0.018635001224125636,,,6.48
19,0.01849052918373245,0.6364313524247363,0.01849052918373245,,,6.83
