epoch,train_mse,train_pearson,train_loss,val_mse,val_pearson,minutes
0,0.41203435366076574,0.5164069651461531,0.4835930348980307,,,0.59
1,0.38838908182490484,0.56646883571101,0.43353116421080284,,,1.16
2,0.37682113624135116,0.5775421256444628,0.42245787439463073,,,1.73
3,0.3790168479039359,0.5848671918190042,0.41513280814841785,,,2.3
4,0.38113095509364814,0.5894545200067052,0.41054548011057546,,,2.86
5,0.3807141824181965,0.5939404691183051,0.40605953093381963,,,3.43
6,0.3808239379667225,0.5979484468372722,0.4020515531106031,,,4.0
7,0.38063423001302293,0.6015422075048616,0.39845779256680985,,,4.57
8,0.37929511526994536,0.6050908250687786,0.3949091749833461,,,5.14
9,0.3817183363988872,0.6072032633544995,0.39279673664550047,,,5.7
10,0.3892935402968277,0.6098672174109504,0.3901327826411744,,,6.27
11,0.39128191956772157,0.6115363868149702,0.3884636131394207,,,6.83
12,0.40055077397567923,0.612932222798812,0.3870677771946724,,,7.4
13,0.41797721286267236,0.6147199352795139,0.38528006475306414,,,7.97
14,0.42945093663827166,0.6164234107271469,0.38357658922072835,,,8.53
15,0.4384244585863409,0.6176829237407818,0.3823170763048273,,,9.1
16,0.4507194658424534,0.6191841147198237,0.38081588530623867,,,9.66
17,0.4590727731513831,0.6205753594324168,0.37942464065228587,,,10.23
18,0.4784201281230732,0.6218342462780176,0.37816575367637323,,,10.79
19,0.4883630077326511,0.6233829291342751,0.37661707092436525,,,11.36
