run_id,timestamp,git_commit,device,experiment,model,loss,alpha,corr_threshold,seed,fold,val_users,n_params,n_train_windows,epochs,train_mse,train_pearson,train_loss,minutes_train,resumed,score_macro,score_micro,score_std,n_sessions,n_negative,minutes_score,test_ghij_macro
ds_tcn_c64_k5_n4_none_do0.2_dpel_mse_pearson_a0.9_corr0.9_seed0_tong,,0f919b7,,tn3,ds_tcn,mse_pearson,0.9,0.9,0,TONG,ABCDEFKL,38105,,20,,,,,,0.7582364944807225,,0.08550820433821563,4,,,
ds_tcn_c64_k5_n4_none_do0.2_dpel_mse_pearson_a0.9_corr0.9_seed0_val_AB,,0f919b7,,tn3,ds_tcn,mse_pearson,0.9,0.9,0,val_AB,AB,38105,210964,20,0.022020472085381913,0.6058644942254561,0.05923197563643849,8.01,0,0.8063390956331377,0.809867738816412,,380,8,,
ds_tcn_c64_k5_n4_none_do0.2_dpel_mse_pearson_a0.9_corr0.9_seed0_val_CE,,0f919b7,,tn3,ds_tcn,mse_pearson,0.9,0.9,0,val_CE,CE,38105,218920,20,0.02346119430739388,0.6169324707511015,0.05942182801173849,8.39,0,0.7957242191014855,0.782004271498384,,337,13,,
ds_tcn_c64_k5_n4_none_do0.2_dpel_mse_pearson_a0.9_corr0.9_seed0_val_DF,,0f919b7,,tn3,ds_tcn,mse_pearson,0.9,0.9,0,val_DF,DF,38105,230152,20,0.0252172525618448,0.6630451346905257,0.05639101384626533,8.85,0,0.6108837628371699,0.5791263817466575,,308,42,,
ds_tcn_c64_k5_n4_none_do0.2_dpel_mse_pearson_a0.9_corr0.9_seed0_val_KL,,0f919b7,,tn3,ds_tcn,mse_pearson,0.9,0.9,0,val_KL,KL,38105,218088,20,0.02271375766648701,0.616378414483977,0.05880454057573992,8.37,0,0.8199989003510968,0.8276700895343476,,264,8,,
ds_tcn_c64_k5_n4_none_do0.2_dpel_mse_pearson_a0_corr0.9_seed0_tong,,0f919b7,,tn3,ds_tcn,mse_pearson,0.0,0.9,0,TONG,ABCDEFKL,38105,,20,,,,,,0.7803061885970197,,0.07776700489870164,4,,,
ds_tcn_c64_k5_n4_none_do0.2_dpel_mse_pearson_a0_corr0.9_seed0_val_AB,,0f919b7,,tn3,ds_tcn,mse_pearson,0.0,0.9,0,val_AB,AB,38105,210964,20,0.3745902857076843,0.6009406021482336,0.3990593979060017,7.94,0,0.8045085522823441,0.8087792972792176,,380,10,,
ds_tcn_c64_k5_n4_none_do0.2_dpel_mse_pearson_a0_corr0.9_seed0_val_CE,,0f919b7,,tn3,ds_tcn,mse_pearson,0.0,0.9,0,val_CE,CE,38105,218920,20,0.4457970845162677,0.6085687733748892,0.3914312267122266,8.31,0,0.8078722812043031,0.7952625836272881,,337,7,,
ds_tcn_c64_k5_n4_none_do0.2_dpel_mse_pearson_a0_corr0.9_seed0_val_DF,,0f919b7,,tn3,ds_tcn,mse_pearson,0.0,0.9,0,val_DF,DF,38105,230152,20,0.551162463403391,0.658027870301442,0.34197212972341395,8.71,0,0.6507272214313016,0.6174709181958516,,308,36,,
ds_tcn_c64_k5_n4_none_do0.2_dpel_mse_pearson_a0_corr0.9_seed0_val_KL,,0f919b7,,tn3,ds_tcn,mse_pearson,0.0,0.9,0,val_KL,KL,38105,218088,20,0.39208121218242,0.6107190773240837,0.3892809225534889,8.24,0,0.8581166994701303,0.8612602509424974,,264,3,,
