epoch,train_mse,train_pearson,train_loss,val_mse,val_pearson,minutes
0,0.07516658568130109,0.5500004119211241,0.3750329935490746,,,0.57
1,0.04780699268951002,0.5817153324101447,0.3441891383410647,,,1.12
2,0.04207152850432366,0.5916298089404788,0.33511046458004756,,,1.67
3,0.03812706290170466,0.6009746875547143,0.32684566830189193,,,2.22
4,0.03583751136260323,0.6085694533641233,0.3203119450799753,,,2.77
5,0.03515545722336606,0.6139487447335202,0.3158721015815084,,,3.32
6,0.035204261054326,0.6171606485049799,0.31331233883534765,,,3.88
7,0.03517411392064831,0.620321681868785,0.31077748270901623,,,4.43
8,0.03422727243169315,0.6232171439686663,0.3082717447612918,,,4.98
9,0.03423017044366383,0.6253343592265521,0.30657855224859576,,,5.54
10,0.033605943857453954,0.6270135407839793,0.305110361598103,,,6.1
11,0.03369891359403593,0.6284581936625451,0.3039732331407607,,,6.65
12,0.03366928011835416,0.6298673946457656,0.30283994586331175,,,7.21
13,0.03299034120487298,0.6314403461247592,0.3014457967143732,,,7.76
14,0.03303548648292105,0.6328548067031493,0.3003232573995071,,,8.31
15,0.03306418730073886,0.6340065947463015,0.299407567214799,,,8.86
16,0.03273564044697268,0.6355042038302157,0.29814377008474285,,,9.42
17,0.032705379786009764,0.6365866494337753,0.29727176176958275,,,9.97
18,0.03266651128717239,0.6375045059912581,0.2965297028063998,,,10.52
19,0.032050837467823244,0.6383933927041243,0.2956954586337136,,,11.08
