epoch,train_mse,train_pearson,train_loss,val_mse,val_pearson,minutes
0,0.0691581637853904,0.4919706822442099,0.24470663022789102,,,0.58
1,0.03970493708061609,0.554887181124314,0.20186809367965702,,,1.14
2,0.036167063206274615,0.5662147081414319,0.19521435851065885,,,1.7
3,0.03337053776094401,0.575074284382663,0.18999261261466086,,,2.27
4,0.031571069131041324,0.5813015724601942,0.18642201625009422,,,2.82
5,0.030338277819370554,0.5869586982214143,0.18341949095222226,,,3.39
6,0.029536175053113862,0.591460405835482,0.1811375461460124,,,3.95
7,0.029041283210526923,0.5954325530770881,0.17925175217806538,,,4.51
8,0.02870860725016568,0.5965549380994541,0.17860319262926735,,,5.08
9,0.02855356548439221,0.5985573288468643,0.17770921126346845,,,5.63
10,0.02835545425393277,0.6000980077466956,0.17697407291394995,,,6.21
11,0.02814851595055447,0.6019337346421406,0.17611561910256215,,,6.76
12,0.02818157447454779,0.6024637073408738,0.17592346512194956,,,7.33
13,0.027969907371430715,0.6036244803085877,0.17533215569274416,,,7.89
14,0.027802666723133633,0.6042661113956895,0.17497515888370746,,,8.46
15,0.027789747634650933,0.6054377344090396,0.17449875831584458,,,9.02
16,0.027625765027800044,0.6065834081610791,0.17394209921092876,,,9.58
17,0.02744010222829784,0.6071648793706322,0.17359811294812483,,,10.14
18,0.027366151101887226,0.6072956085348421,0.1735014505309729,,,10.71
19,0.02735366112099342,0.6088174095529628,0.17288523629653074,,,11.26
