epoch,train_mse,train_pearson,train_loss,val_mse,val_pearson,minutes
0,0.05406236977434127,0.4110430720764948,0.05406236977434127,,,0.51
1,0.027666815998628053,0.5361736552797137,0.027666815998628053,,,1.01
2,0.025730574038897766,0.5580679897885162,0.025730574038897766,,,1.52
3,0.024802009531903146,0.5672994271657016,0.024802009531903146,,,2.02
4,0.024270713655298447,0.5720733489188035,0.024270713655298447,,,2.52
5,0.023911647177918292,0.5773930397384751,0.023911647177918292,,,3.02
6,0.023633032470125465,0.580956990463691,0.023633032470125465,,,3.52
7,0.023445264736021848,0.5837561132074393,0.023445264736021848,,,4.03
8,0.02328322821442945,0.5858847148745769,0.02328322821442945,,,4.52
9,0.02309129387221719,0.5883623122400106,0.02309129387221719,,,5.02
10,0.022910468769799325,0.5900917412036363,0.022910468769799325,,,5.52
11,0.022808663572083342,0.5918537886266788,0.022808663572083342,,,6.02
12,0.022627581189869923,0.5927537130798687,0.022627581189869923,,,6.52
13,0.022570216004090458,0.5942911861776315,0.022570216004090458,,,7.03
14,0.022455733104934327,0.5948714746962899,0.022455733104934327,,,7.52
15,0.02236173705006068,0.5961019612513205,0.02236173705006068,,,8.03
16,0.022248087697232792,0.5971491079195963,0.022248087697232792,,,8.53
17,0.02219419457465508,0.5977626862643742,0.02219419457465508,,,9.03
18,0.022058403718064955,0.5996544004972189,0.022058403718064955,,,9.54
19,0.022005756440701532,0.60045162273329,0.022005756440701532,,,10.04
