epoch,train_mse,train_pearson,train_loss,val_mse,val_pearson,minutes
0,0.06472574255360387,0.49755495889206014,0.239813466900475,,,0.6
1,0.040128823629957934,0.553524382839205,0.20266754495058978,,,1.18
2,0.037377502875110186,0.5656273094525909,0.19617558178171404,,,1.75
3,0.035778578449403894,0.5738582093941368,0.1919238671406315,,,2.32
4,0.03419665000546002,0.5798843240224486,0.18856426429901,,,2.89
5,0.03291760818079068,0.5849376789570688,0.18577549699571752,,,3.47
6,0.031909503992345586,0.588584223218917,0.18371201663310213,,,4.03
7,0.031098303630431708,0.5913091945593463,0.18213530796020896,,,4.61
8,0.030584519058319357,0.5940409353989203,0.1807343407514109,,,5.18
9,0.030061169110473112,0.5963905334707218,0.17948049159128435,,,5.76
10,0.029742338742277327,0.5976869826708812,0.17877061386353646,,,6.33
11,0.02939816680176906,0.5995617756676247,0.17781419332892967,,,6.91
12,0.029047799387080967,0.6010354793731125,0.17701449137544287,,,7.47
13,0.02890639374815302,0.6025358105870798,0.17632951548670805,,,8.05
14,0.028611847151243496,0.6042384431450243,0.17547173456504295,,,8.62
15,0.028333069482972175,0.6043471342802152,0.1752609914167901,,,9.21
16,0.02824147043352239,0.6063273886392144,0.17441393024030344,,,9.78
17,0.028057321405407183,0.6073551790313946,0.17389232459081852,,,10.36
18,0.027951553846523328,0.6084416611164899,0.17339427118439263,,,10.96
19,0.027872378869689952,0.6095647798272059,0.17289751878714374,,,11.54
