epoch,train_mse,train_pearson,train_loss,val_mse,val_pearson,minutes
0,0.03661121915501372,0.5241976798614663,0.03661121915501372,,,1.11
1,0.023915031376515915,0.5823536108858366,0.023915031376515915,,,2.22
2,0.021731462865533607,0.602420920653535,0.021731462865533607,,,3.33
3,0.020339769012550038,0.6172277268737385,0.020339769012550038,,,4.44
4,0.019312658202624705,0.6256883051987553,0.019312658202624705,,,5.55
5,0.018585669818575765,0.6321672758435286,0.018585669818575765,,,6.67
6,0.01796491070838656,0.6385942838783081,0.01796491070838656,,,7.78
7,0.017483298443005328,0.6427929133737145,0.017483298443005328,,,8.89
8,0.017032149031487098,0.646665234999934,0.017032149031487098,,,10.0
9,0.01663103168907648,0.6506145305973919,0.01663103168907648,,,11.11
10,0.01627340651024418,0.6538934573094606,0.01627340651024418,,,12.23
11,0.01594962627159869,0.6587912458869428,0.01594962627159869,,,13.34
12,0.015684063715052314,0.6611341511350977,0.015684063715052314,,,14.45
13,0.015429358528381287,0.6639122045621322,0.015429358528381287,,,15.56
14,0.015154169728856486,0.6665436427732404,0.015154169728856486,,,16.67
15,0.014896394723189883,0.6687499752303216,0.014896394723189883,,,17.78
16,0.014692463155548367,0.6713283753155307,0.014692463155548367,,,18.88
17,0.014482796053203807,0.6729931433713222,0.014482796053203807,,,19.99
18,0.014249888814172933,0.6750742702125513,0.014249888814172933,,,21.09
19,0.014011717803070136,0.6772696323331183,0.014011717803070136,,,22.19
