epoch,train_mse,train_pearson,train_loss,val_mse,val_pearson,minutes
0,0.04552826076130263,0.46820300183074476,0.04552826076130263,,,0.82
1,0.021358684643168063,0.5677966633294418,0.021358684643168063,,,1.62
2,0.019881859986143287,0.5919340155793946,0.019881859986143287,,,2.42
3,0.018952156147285546,0.6062252136117566,0.018952156147285546,,,3.22
4,0.018358218066832504,0.6157448996439947,0.018358218066832504,,,4.01
5,0.017935783090721448,0.6207096873215311,0.017935783090721448,,,4.81
6,0.017602049759973964,0.6262957142608157,0.017602049759973964,,,5.61
7,0.017321295711278238,0.6301758110223507,0.017321295711278238,,,6.4
8,0.017079148838291647,0.6333270908822438,0.017079148838291647,,,7.2
9,0.016860886929258637,0.6362152004481717,0.016860886929258637,,,7.99
10,0.016667831807723493,0.6389626037568883,0.016667831807723493,,,8.79
11,0.016455050859299773,0.6423621683413668,0.016455050859299773,,,9.58
12,0.016281634390803733,0.6447382691219794,0.016281634390803733,,,10.38
13,0.016128357184340646,0.6465359521019026,0.016128357184340646,,,11.17
14,0.015954717670094546,0.6482557437541864,0.015954717670094546,,,11.97
15,0.015803627429345143,0.6500930987204012,0.015803627429345143,,,12.77
16,0.015650490485070657,0.6508980253324479,0.015650490485070657,,,13.56
17,0.015537808913734278,0.6525920222667716,0.015537808913734278,,,14.36
18,0.01537764228924793,0.654461321641276,0.01537764228924793,,,15.16
19,0.015266780501250283,0.6564506315082559,0.015266780501250283,,,15.95
