epoch,train_mse,train_pearson,train_loss,val_mse,val_pearson,minutes
0,0.07381528563908239,0.5519527545908184,0.3732008597327728,,,0.59
1,0.048245975589701375,0.5856054953067752,0.34116480464321797,,,1.15
2,0.04134756639057377,0.5950815336551528,0.33220429199527435,,,1.71
3,0.03738534612769272,0.6019670111894816,0.3259034661953242,,,2.27
4,0.03577124857505402,0.6079435718531269,0.3207993981101443,,,2.83
5,0.03472082278840684,0.6120703196780986,0.31728791464388917,,,3.39
6,0.0342891587630227,0.6158010971027532,0.3142169595292473,,,3.95
7,0.03460975464516505,0.6181420117069344,0.312408347065578,,,4.51
8,0.034162571724173564,0.6213187941060506,0.30977748464068106,,,5.08
9,0.03428483347538378,0.6228393758873153,0.3085854713233684,,,5.65
10,0.03375969149268411,0.6247891287617043,0.3069206405387052,,,6.21
11,0.03384089967660251,0.626283725862895,0.3057412050165982,,,6.77
12,0.0335205402208967,0.6285080157178012,0.3038977008226609,,,7.34
13,0.03380385460026618,0.6294338952833042,0.3032136601707432,,,7.89
14,0.03349616140156502,0.6309982481733075,0.30190063906800135,,,8.46
15,0.03358056065294555,0.6317422439046546,0.3013223226141033,,,9.02
16,0.03318232987247079,0.6337675488459058,0.2996224323715192,,,9.58
17,0.033306432695701806,0.6346896054328244,0.2989096073543707,,,10.14
18,0.03268435887607962,0.635542081741459,0.29810321175627275,,,10.71
19,0.0327362478411401,0.636982554072212,0.29696121152488747,,,11.27
